,citations,pet_resp,us_cite
10,"[u'531 U.S. 32', u'443 U.S. 47', u'443 U.S. 47', u'267 U.S. 132', u'531 U.S. 32', u'440 U.S. 648', u'501 U.S. 429', u'466 U.S. 210', u'496 U.S. 444', u'384 U.S. 436', u'536 U.S. 194', u'428 U.S. 543', u'422 U.S. 891', u'531 U.S. 32', u'531 U.S. 32', u'428 U.S. 543', u'496 U.S. 444', u'443 U.S. 47', u'531 U.S. 32', u'443 U.S. 47', u'428 U.S. 543', u'496 U.S. 444', u'440 U.S. 648', u'443 U.S. 47', u'531 U.S. 32', u'267 U.S. 132', u'384 U.S. 436', u'536 U.S. 194', u'534 U.S. 1043', u'501 U.S. 429', u'466 U.S. 210', u'422 U.S. 891']",1,540 U.S. 419
11,"[u'390 U.S. 145', u'504 U.S. 768', u'530 U.S. 466', u'532 U.S. 318', u'116 U.S. 616', u'443 U.S. 47', u'267 U.S. 132', u'520 U.S. 305', u'531 U.S. 32', u'440 U.S. 648', u'530 U.S. 428', u'532 U.S. 67', u'359 U.S. 360', u'536 U.S. 545', u'500 U.S. 352', u'502 U.S. 197', u'531 U.S. 326', u'367 U.S. 717', u'519 U.S. 408', u'496 U.S. 444', u'384 U.S. 436', u'491 U.S. 164', u'505 U.S. 833', u'536 U.S. 584', u'428 U.S. 364', u'379 U.S. 476', u'522 U.S. 3', u'422 U.S. 873', u'536 U.S. 194', u'428 U.S. 543', u'434 U.S. 159', u'515 U.S. 646', u'497 U.S. 639', u'526 U.S. 295', u'531 U.S. 32', u'443 U.S. 47', u'496 U.S. 444', u'532 U.S. 67', u'500 U.S. 352', u'536 U.S. 194', u'428 U.S. 543', u'384 U.S. 436', u'536 U.S. 545', u'504 U.S. 768', u'491 U.S. 164', u'530 U.S. 428', u'531 U.S. 326', u'520 U.S. 305', u'515 U.S. 646', u'536 U.S. 584', u'497 U.S. 639', u'530 U.S. 466', u'505 U.S. 833', u'522 U.S. 3', u'390 U.S. 145', u'502 U.S. 197', u'367 U.S. 717', u'116 U.S. 616', u'379 U.S. 476', u'359 U.S. 360', u'434 U.S. 159', u'422 U.S. 873', u'440 U.S. 648', u'526 U.S. 295', u'267 U.S. 132', u'428 U.S. 364', u'519 U.S. 408', u'532 U.S. 318', u'526 U.S. 295']",1,540 U.S. 419
12,"[u'413 U.S. 266', u'532 U.S. 318', u'443 U.S. 47', u'267 U.S. 132', u'520 U.S. 305', u'531 U.S. 32', u'440 U.S. 648', u'526 U.S. 559', u'466 U.S. 210', u'496 U.S. 444', u'384 U.S. 436', u'277 U.S. 438', u'496 U.S. 582', u'446 U.S. 291', u'392 U.S. 1', u'422 U.S. 873', u'428 U.S. 543', u'422 U.S. 891', u'456 U.S. 798', u'515 U.S. 646', u'526 U.S. 295', u'444 U.S. 85', u'267 U.S. 132', u'531 U.S. 32', u'428 U.S. 543', u'520 U.S. 305', u'526 U.S. 559', u'532 U.S. 318', u'392 U.S. 1', u'515 U.S. 646', u'444 U.S. 85', u'440 U.S. 648', u'526 U.S. 295', u'413 U.S. 266', u'422 U.S. 891', u'422 U.S. 873', u'443 U.S. 47', u'384 U.S. 436', u'446 U.S. 291', u'443 U.S. 47', u'466 U.S. 210', u'456 U.S. 798', u'277 U.S. 438']",0,540 U.S. 419
13,"[u'407 U.S. 25', u'532 U.S. 645', u'359 U.S. 121', u'521 U.S. 507', u'451 U.S. 304', u'411 U.S. 164', u'495 U.S. 676', u'372 U.S. 335', u'205 U.S. 333', u'474 U.S. 82', u'195 U.S. 100', u'455 U.S. 130', u'411 U.S. 145', u'450 U.S. 544', u'417 U.S. 535', u'507 U.S. 99', u'533 U.S. 353', u'283 U.S. 336', u'435 U.S. 191', u'354 U.S. 1', u'436 U.S. 49', u'420 U.S. 377', u'508 U.S. 679', u'174 U.S. 445', u'163 U.S. 376', u'329 U.S. 40', u'430 U.S. 641', u'163 U.S. 662', u'295 U.S. 103', u'118 U.S. 375', u'514 U.S. 549', u'506 U.S. 977', u'448 U.S. 371', u'435 U.S. 313', u'384 U.S. 63', u'358 U.S. 217', u'495 U.S. 676', u'435 U.S. 313', u'435 U.S. 191', u'435 U.S. 313', u'450 U.S. 544', u'508 U.S. 679', u'533 U.S. 353', u'532 U.S. 645', u'495 U.S. 676', u'474 U.S. 82', u'359 U.S. 121', u'435 U.S. 313', u'495 U.S. 676', u'435 U.S. 191', u'435 U.S. 313', u'495 U.S. 676', u'435 U.S. 313', u'495 U.S. 676', u'354 U.S. 1', u'436 U.S. 49', u'455 U.S. 130', u'450 U.S. 544', u'411 U.S. 145', u'358 U.S. 217', u'118 U.S. 375', u'411 U.S. 164', u'508 U.S. 679', u'533 U.S. 353', u'532 U.S. 645', u'495 U.S. 676', u'448 U.S. 371', u'295 U.S. 103', u'163 U.S. 376', u'521 U.S. 507', u'507 U.S. 99', u'329 U.S. 40', u'174 U.S. 445', u'451 U.S. 304', u'283 U.S. 336', u'384 U.S. 63', u'514 U.S. 549', u'495 U.S. 6', u'430 U.S. 641', u'417 U.S. 535', u'354 U.S. 1', u'407 U.S. 25', u'420 U.S. 377', u'206 U.S. 333', u'163 U.S. 662', u'195 U.S. 100', u'372 U.S. 335']",0,541 U.S. 193
14,"[u'398 U.S. 144', u'510 U.S. 266', u'502 U.S. 129', u'524 U.S. 624', u'446 U.S. 398', u'524 U.S. 103', u'536 U.S. 73', u'467 U.S. 837', u'503 U.S. 249', u'539 U.S. 148', u'489 U.S. 189', u'433 U.S. 321', u'535 U.S. 106', u'499 U.S. 244', u'486 U.S. 107', u'507 U.S. 604', u'486 U.S. 1044', u'434 U.S. 575', u'435 U.S. 702', u'516 U.S. 367', u'427 U.S. 273', u'411 U.S. 792', u'417 U.S. 535', u'510 U.S. 249', u'536 U.S. 101', u'462 U.S. 669', u'517 U.S. 308', u'523 U.S. 75', u'524 U.S. 206', u'469 U.S. 189', u'485 U.S. 80', u'411 U.S. 475', u'492 U.S. 158', u'426 U.S. 148', u'530 U.S. 133', u'449 U.S. 424', u'416 U.S. 232', u'473 U.S. 479', u'323 U.S. 134', u'468 U.S. 992', u'443 U.S. 193', u'527 U.S. 471', u'469 U.S. 111', u'310 U.S. 534', u'499 U.S. 315', u'533 U.S. 218', u'516 U.S. 489', u'451 U.S. 259', u'457 U.S. 307', u'516 U.S. 489', u'517 U.S. 308', u'411 U.S. 792', u'443 U.S. 193', u'524 U.S. 206', u'473 U.S. 479', u'421 U.S. 707', u'502 U.S. 129', u'469 U.S. 189', u'456 U.S. 63', u'503 U.S. 249', u'449 U.S. 424', u'524 U.S. 206', u'510 U.S. 249', u'516 U.S. 489', u'443 U.S. 193', u'469 U.S. 111', u'434 U.S. 575', u'427 U.S. 273', u'435 U.S. 702', u'530 U.S. 133', u'534 U.S. 1054', u'507 U.S. 604', u'462 U.S. 669', u'523 U.S. 75', u'427 U.S. 273', u'467 U.S. 837', u'323 U.S. 134', u'533 U.S. 218', u'527 U.S. 471', u'323 U.S. 134', u'536 U.S. 73', u'535 U.S. 106', u'524 U.S. 624', u'486 U.S. 107', u'323 U.S. 134', u'536 U.S. 101', u'499 U.S. 244', u'507 U.S. 604', u'492 U.S. 158', u'510 U.S. 266', u'499 U.S. 315', u'416 U.S. 232', u'524 U.S. 103', u'489 U.S. 189', u'485 U.S. 80', u'457 U.S. 307', u'433 U.S. 321', u'398 U.S. 144', u'516 U.S. 367', u'468 U.S. 992', u'451 U.S. 259', u'417 U.S. 535', u'446 U.S. 398', u'411 U.S. 475', u'486 U.S. 1044']",0,540 U.S. 581
15,"[u'515 U.S. 200', u'513 U.S. 115', u'467 U.S. 837', u'529 U.S. 576', u'489 U.S. 803', u'508 U.S. 129', u'469 U.S. 70', u'507 U.S. 604', u'367 U.S. 303', u'528 U.S. 62', u'502 U.S. 215', u'512 U.S. 218', u'490 U.S. 107', u'427 U.S. 273', u'458 U.S. 718', u'517 U.S. 308', u'519 U.S. 79', u'481 U.S. 41', u'532 U.S. 843', u'492 U.S. 158', u'522 U.S. 448', u'515 U.S. 50', u'506 U.S. 194', u'527 U.S. 471', u'534 U.S. 184', u'484 U.S. 365', u'304 U.S. 144', u'533 U.S. 218', u'467 U.S. 822', u'513 U.S. 64', u'517 U.S. 308', u'508 U.S. 129', u'507 U.S. 604', u'517 U.S. 308', u'513 U.S. 115', u'502 U.S. 215', u'484 U.S. 365', u'532 U.S. 843', u'522 U.S. 448', u'519 U.S. 79', u'515 U.S. 50', u'494 U.S. 26', u'489 U.S. 803', u'490 U.S. 107', u'481 U.S. 41', u'467 U.S. 822', u'367 U.S. 303', u'512 U.S. 218', u'460 U.S. 226', u'527 U.S. 471', u'534 U.S. 184', u'427 U.S. 273', u'304 U.S. 144', u'515 U.S. 200', u'458 U.S. 718', u'513 U.S. 64', u'506 U.S. 194', u'492 U.S. 158', u'469 U.S. 70', u'517 U.S. 308', u'450 U.S. 248', u'529 U.S. 576', u'323 U.S. 134', u'533 U.S. 218', u'467 U.S. 837']",1,540 U.S. 581
16,"[u'446 U.S. 680', u'451 U.S. 911', u'347 U.S. 925', u'488 U.S. 204', u'511 U.S. 164', u'467 U.S. 837', u'391 U.S. 905', u'494 U.S. 922', u'419 U.S. 900', u'498 U.S. 1025', u'513 U.S. 561', u'242 U.S. 539', u'439 U.S. 551', u'299 U.S. 269', u'471 U.S. 681', u'366 U.S. 919', u'497 U.S. 116', u'455 U.S. 551', u'455 U.S. 939', u'449 U.S. 953', u'469 U.S. 1115', u'516 U.S. 284', u'323 U.S. 768', u'486 U.S. 622', u'478 U.S. 647', u'494 U.S. 56', u'507 U.S. 349', u'379 U.S. 594', u'528 U.S. 867', u'320 U.S. 344', u'532 U.S. 905', u'394 U.S. 976', u'387 U.S. 202', u'308 U.S. 622', u'359 U.S. 65', u'328 U.S. 293', u'535 U.S. 813', u'323 U.S. 134', u'523 U.S. 83', u'389 U.S. 332', u'454 U.S. 1124', u'421 U.S. 837', u'464 U.S. 986', u'533 U.S. 218', u'454 U.S. 897', u'494 U.S. 56', u'421 U.S. 837', u'299 U.S. 269', u'535 U.S. 813', u'523 U.S. 83', u'507 U.S. 349', u'449 U.S. 953', u'454 U.S. 897', u'328 U.S. 293', u'421 U.S. 837', u'494 U.S. 922', u'328 U.S. 293', u'421 U.S. 837', u'494 U.S. 56', u'421 U.S. 837', u'455 U.S. 551', u'494 U.S. 56', u'471 U.S. 681', u'328 U.S. 293', u'320 U.S. 344', u'328 U.S. 293', u'242 U.S. 539', u'359 U.S. 65', u'387 U.S. 202', u'389 U.S. 332', u'421 U.S. 837', u'320 U.S. 344', u'439 U.S. 551', u'455 U.S. 551', u'471 U.S. 681', u'494 U.S. 56', u'486 U.S. 622', u'513 U.S. 561', u'421 U.S. 852', u'455 U.S. 561', u'469 U.S. 1115', u'455 U.S. 939', u'454 U.S. 1124', u'451 U.S. 911', u'394 U.S. 976', u'323 U.S. 768', u'308 U.S. 622', u'532 U.S. 905', u'464 U.S. 986', u'391 U.S. 905', u'347 U.S. 925', u'419 U.S. 900', u'478 U.S. 647', u'498 U.S. 1025', u'308 U.S. 622', u'528 U.S. 867', u'467 U.S. 837', u'516 U.S. 284', u'497 U.S. 116', u'533 U.S. 218', u'323 U.S. 134', u'439 U.S. 551', u'511 U.S. 164', u'446 U.S. 680', u'488 U.S. 204', u'366 U.S. 919', u'379 U.S. 594']",0,540 U.S. 389
17,"[u'468 U.S. 42', u'462 U.S. 650', u'467 U.S. 837', u'486 U.S. 800', u'503 U.S. 249', u'447 U.S. 102', u'299 U.S. 109', u'535 U.S. 826', u'494 U.S. 827', u'499 U.S. 117', u'515 U.S. 29', u'491 U.S. 164', u'511 U.S. 298', u'519 U.S. 337', u'11 U.S. 52', u'6 U.S. 358', u'105 U.S. 97', u'471 U.S. 261', u'511 U.S. 298', u'11 U.S. 52', u'105 U.S. 97', u'494 U.S. 827', u'447 U.S. 102', u'499 U.S. 117', u'467 U.S. 837', u'519 U.S. 337', u'491 U.S. 164', u'511 U.S. 298', u'299 U.S. 109', u'486 U.S. 800', u'535 U.S. 826', u'491 U.S. 164', u'511 U.S. 298', u'515 U.S. 29', u'471 U.S. 261', u'462 U.S. 650', u'503 U.S. 249', u'468 U.S. 42', u'491 U.S. 164', u'511 U.S. 298', u'6 U.S. 358', u'6 U.S. 358']",1,541 U.S. 369
18,"[u'241 U.S. 257', u'486 U.S. 800', u'532 U.S. 105', u'491 U.S. 223', u'504 U.S. 255', u'463 U.S. 1', u'481 U.S. 656', u'535 U.S. 826', u'491 U.S. 701', u'528 U.S. 62', u'486 U.S. 128', u'478 U.S. 804', u'523 U.S. 75', u'491 U.S. 164', u'524 U.S. 206', u'502 U.S. 491', u'534 U.S. 533', u'511 U.S. 298', u'519 U.S. 337', u'461 U.S. 480', u'481 U.S. 656', u'491 U.S. 164', u'511 U.S. 298', u'463 U.S. 1', u'461 U.S. 480', u'535 U.S. 826', u'486 U.S. 800', u'241 U.S. 257', u'504 U.S. 255', u'523 U.S. 75', u'519 U.S. 337', u'502 U.S. 491', u'524 U.S. 206', u'532 U.S. 105', u'486 U.S. 128', u'528 U.S. 62', u'491 U.S. 223', u'491 U.S. 701', u'534 U.S. 533']",1,541 U.S. 369
19,"[u'482 U.S. 656', u'501 U.S. 775', u'482 U.S. 386', u'482 U.S. 656', u'466 U.S. 602', u'536 U.S. 919', u'478 U.S. 804', u'481 U.S. 58', u'491 U.S. 164', u'534 U.S. 533', u'511 U.S. 298', u'255 U.S. 180', u'523 U.S. 83', u'452 U.S. 576', u'513 U.S. 64', u'422 U.S. 749', u'471 U.S. 261', u'482 U.S. 656', u'471 U.S. 261', u'491 U.S. 164', u'511 U.S. 298', u'511 U.S. 244', u'482 U.S. 656', u'486 U.S. 800', u'511 U.S. 298', u'466 U.S. 602', u'422 U.S. 749', u'536 U.S. 919', u'478 U.S. 804', u'482 U.S. 386', u'481 U.S. 58', u'255 U.S. 180', u'523 U.S. 83', u'513 U.S. 64', u'452 U.S. 576', u'436 U.S. 631', u'491 U.S. 164', u'534 U.S. 533', u'501 U.S. 775', u'446 U.S. 478']",0,541 U.S. 369
